Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
01/01/2025;04:00:00;01/01/2025;04:15:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;04:00:00;01/01/2025;04:15:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;04:15:00;01/01/2025;04:30:00;541448800000018463;;AMR-meter;Afname Actief;17,5;kWh;Gevalideerd;
01/01/2025;04:15:00;01/01/2025;04:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;04:15:00;01/01/2025;04:30:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;04:15:00;01/01/2025;04:30:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;04:30:00;01/01/2025;04:45:00;541448800000018463;;AMR-meter;Afname Actief;16,25;kWh;Gevalideerd;
01/01/2025;04:30:00;01/01/2025;04:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;04:30:00;01/01/2025;04:45:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;04:30:00;01/01/2025;04:45:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;04:45:00;01/01/2025;05:00:00;541448800000018463;;AMR-meter;Afname Actief;15;kWh;Gevalideerd;
01/01/2025;04:45:00;01/01/2025;05:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;04:45:00;01/01/2025;05:00:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;04:45:00;01/01/2025;05:00:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;05:00:00;01/01/2025;05:15:00;541448800000018463;;AMR-meter;Afname Actief;15,625;kWh;Gevalideerd;
01/01/2025;05:00:00;01/01/2025;05:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;05:00:00;01/01/2025;05:15:00;541448800000018463;;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
01/01/2025;05:00:00;01/01/2025;05:15:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;05:15:00;01/01/2025;05:30:00;541448800000018463;;AMR-meter;Afname Actief;17,5;kWh;Gevalideerd;
01/01/2025;05:15:00;01/01/2025;05:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;05:15:00;01/01/2025;05:30:00;541448800000018463;;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
01/01/2025;05:15:00;01/01/2025;05:30:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;05:30:00;01/01/2025;05:45:00;541448800000018463;;AMR-meter;Afname Actief;16,25;kWh;Gevalideerd;
01/01/2025;05:30:00;01/01/2025;05:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;05:30:00;01/01/2025;05:45:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;05:30:00;01/01/2025;05:45:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;05:45:00;01/01/2025;06:00:00;541448800000018463;;AMR-meter;Afname Actief;16,25;kWh;Gevalideerd;
01/01/2025;05:45:00;01/01/2025;06:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;05:45:00;01/01/2025;06:00:00;541448800000018463;;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
01/01/2025;05:45:00;01/01/2025;06:00:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;06:00:00;01/01/2025;06:15:00;541448800000018463;;AMR-meter;Afname Actief;14,375;kWh;Gevalideerd;
01/01/2025;06:00:00;01/01/2025;06:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;06:00:00;01/01/2025;06:15:00;541448800000018463;;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
01/01/2025;06:00:00;01/01/2025;06:15:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;06:15:00;01/01/2025;06:30:00;541448800000018463;;AMR-meter;Afname Actief;14,375;kWh;Gevalideerd;
01/01/2025;06:15:00;01/01/2025;06:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;06:15:00;01/01/2025;06:30:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;06:15:00;01/01/2025;06:30:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;06:30:00;01/01/2025;06:45:00;541448800000018463;;AMR-meter;Afname Actief;14,375;kWh;Gevalideerd;
01/01/2025;06:30:00;01/01/2025;06:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;06:30:00;01/01/2025;06:45:00;541448800000018463;;AMR-meter;Afname Capacitief;5;kVArh;Gevalideerd;
01/01/2025;06:30:00;01/01/2025;06:45:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;06:45:00;01/01/2025;07:00:00;541448800000018463;;AMR-meter;Afname Actief;13,75;kWh;Gevalideerd;
01/01/2025;06:45:00;01/01/2025;07:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;06:45:00;01/01/2025;07:00:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;06:45:00;01/01/2025;07:00:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;07:00:00;01/01/2025;07:15:00;541448800000018463;;AMR-meter;Afname Actief;16,25;kWh;Gevalideerd;
01/01/2025;07:00:00;01/01/2025;07:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;07:00:00;01/01/2025;07:15:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;07:00:00;01/01/2025;07:15:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;07:15:00;01/01/2025;07:30:00;541448800000018463;;AMR-meter;Afname Actief;15,625;kWh;Gevalideerd;
01/01/2025;07:15:00;01/01/2025;07:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;07:15:00;01/01/2025;07:30:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;07:15:00;01/01/2025;07:30:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;07:30:00;01/01/2025;07:45:00;541448800000018463;;AMR-meter;Afname Actief;15;kWh;Gevalideerd;
01/01/2025;07:30:00;01/01/2025;07:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;07:30:00;01/01/2025;07:45:00;541448800000018463;;AMR-meter;Afname Capacitief;5;kVArh;Gevalideerd;
01/01/2025;07:30:00;01/01/2025;07:45:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;07:45:00;01/01/2025;08:00:00;541448800000018463;;AMR-meter;Afname Actief;14,375;kWh;Gevalideerd;
01/01/2025;07:45:00;01/01/2025;08:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;07:45:00;01/01/2025;08:00:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;07:45:00;01/01/2025;08:00:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;08:00:00;01/01/2025;08:15:00;541448800000018463;;AMR-meter;Afname Actief;15;kWh;Gevalideerd;
01/01/2025;08:00:00;01/01/2025;08:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;08:00:00;01/01/2025;08:15:00;541448800000018463;;AMR-meter;Afname Capacitief;5;kVArh;Gevalideerd;
01/01/2025;08:00:00;01/01/2025;08:15:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;08:15:00;01/01/2025;08:30:00;541448800000018463;;AMR-meter;Afname Actief;14,375;kWh;Gevalideerd;
01/01/2025;08:15:00;01/01/2025;08:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;08:15:00;01/01/2025;08:30:00;541448800000018463;;AMR-meter;Afname Capacitief;5;kVArh;Gevalideerd;
01/01/2025;08:15:00;01/01/2025;08:30:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;08:30:00;01/01/2025;08:45:00;541448800000018463;;AMR-meter;Afname Actief;15;kWh;Gevalideerd;
01/01/2025;08:30:00;01/01/2025;08:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;08:30:00;01/01/2025;08:45:00;541448800000018463;;AMR-meter;Afname Capacitief;5;kVArh;Gevalideerd;
01/01/2025;08:30:00;01/01/2025;08:45:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;08:45:00;01/01/2025;09:00:00;541448800000018463;;AMR-meter;Afname Actief;15;kWh;Gevalideerd;
01/01/2025;08:45:00;01/01/2025;09:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;08:45:00;01/01/2025;09:00:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;08:45:00;01/01/2025;09:00:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;09:00:00;01/01/2025;09:15:00;541448800000018463;;AMR-meter;Afname Actief;14,375;kWh;Gevalideerd;
01/01/2025;09:00:00;01/01/2025;09:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;09:00:00;01/01/2025;09:15:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;09:00:00;01/01/2025;09:15:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;09:15:00;01/01/2025;09:30:00;541448800000018463;;AMR-meter;Afname Actief;14,375;kWh;Gevalideerd;
01/01/2025;09:15:00;01/01/2025;09:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;09:15:00;01/01/2025;09:30:00;541448800000018463;;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
01/01/2025;09:15:00;01/01/2025;09:30:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;09:30:00;01/01/2025;09:45:00;541448800000018463;;AMR-meter;Afname Actief;13,75;kWh;Gevalideerd;
01/01/2025;09:30:00;01/01/2025;09:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;09:30:00;01/01/2025;09:45:00;541448800000018463;;AMR-meter;Afname Capacitief;1,875;kVArh;Gevalideerd;
01/01/2025;09:30:00;01/01/2025;09:45:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;09:45:00;01/01/2025;10:00:00;541448800000018463;;AMR-meter;Afname Actief;10;kWh;Gevalideerd;
01/01/2025;09:45:00;01/01/2025;10:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;09:45:00;01/01/2025;10:00:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;09:45:00;01/01/2025;10:00:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;10:00:00;01/01/2025;10:15:00;541448800000018463;;AMR-meter;Afname Actief;6,25;kWh;Gevalideerd;
01/01/2025;10:00:00;01/01/2025;10:15:00;541448800000018463;;AMR-meter;Afname Reactief;0,725;kVArh;Gevalideerd;
01/01/2025;10:00:00;01/01/2025;10:15:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;10:00:00;01/01/2025;10:15:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;10:15:00;01/01/2025;10:30:00;541448800000018463;;AMR-meter;Afname Actief;8,75;kWh;Gevalideerd;
01/01/2025;10:15:00;01/01/2025;10:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;10:15:00;01/01/2025;10:30:00;541448800000018463;;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
01/01/2025;10:15:00;01/01/2025;10:30:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;10:30:00;01/01/2025;10:45:00;541448800000018463;;AMR-meter;Afname Actief;8,75;kWh;Gevalideerd;
01/01/2025;10:30:00;01/01/2025;10:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;10:30:00;01/01/2025;10:45:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;10:30:00;01/01/2025;10:45:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;10:45:00;01/01/2025;11:00:00;541448800000018463;;AMR-meter;Afname Actief;8,125;kWh;Gevalideerd;
01/01/2025;10:45:00;01/01/2025;11:00:00;541448800000018463;;AMR-meter;Afname Reactief;0,443;kVArh;Gevalideerd;
01/01/2025;10:45:00;01/01/2025;11:00:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;10:45:00;01/01/2025;11:00:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;11:00:00;01/01/2025;11:15:00;541448800000018463;;AMR-meter;Afname Actief;9,375;kWh;Gevalideerd;
01/01/2025;11:00:00;01/01/2025;11:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
01/01/2025;11:00:00;01/01/2025;11:15:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;11:00:00;01/01/2025;11:15:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;11:15:00;01/01/2025;11:30:00;541448800000018463;;AMR-meter;Afname Actief;8,125;kWh;Gevalideerd;
01/01/2025;11:15:00;01/01/2025;11:30:00;541448800000018463;;AMR-meter;Afname Reactief;0,443;kVArh;Gevalideerd;
01/01/2025;11:15:00;01/01/2025;11:30:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;11:15:00;01/01/2025;11:30:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;11:30:00;01/01/2025;11:45:00;541448800000018463;;AMR-meter;Afname Actief;5,625;kWh;Gevalideerd;
01/01/2025;11:30:00;01/01/2025;11:45:00;541448800000018463;;AMR-meter;Afname Reactief;1,652;kVArh;Gevalideerd;
01/01/2025;11:30:00;01/01/2025;11:45:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;11:30:00;01/01/2025;11:45:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;11:45:00;01/01/2025;12:00:00;541448800000018463;;AMR-meter;Afname Actief;5,625;kWh;Gevalideerd;
01/01/2025;11:45:00;01/01/2025;12:00:00;541448800000018463;;AMR-meter;Afname Reactief;2,277;kVArh;Gevalideerd;
01/01/2025;11:45:00;01/01/2025;12:00:00;541448800000018463;;AMR-meter;Afname Capacitief;5;kVArh;Gevalideerd;
01/01/2025;11:45:00;01/01/2025;12:00:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;12:00:00;01/01/2025;12:15:00;541448800000018463;;AMR-meter;Afname Actief;5,625;kWh;Gevalideerd;
01/01/2025;12:00:00;01/01/2025;12:15:00;541448800000018463;;AMR-meter;Afname Reactief;1,027;kVArh;Gevalideerd;
01/01/2025;12:00:00;01/01/2025;12:15:00;541448800000018463;;AMR-meter;Afname Capacitief;3,75;kVArh;Gevalideerd;
01/01/2025;12:00:00;01/01/2025;12:15:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;12:15:00;01/01/2025;12:30:00;541448800000018463;;AMR-meter;Afname Actief;6,25;kWh;Gevalideerd;
01/01/2025;12:15:00;01/01/2025;12:30:00;541448800000018463;;AMR-meter;Afname Reactief;1,35;kVArh;Gevalideerd;
01/01/2025;12:15:00;01/01/2025;12:30:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;12:15:00;01/01/2025;12:30:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;12:30:00;01/01/2025;12:45:00;541448800000018463;;AMR-meter;Afname Actief;5;kWh;Gevalideerd;
01/01/2025;12:30:00;01/01/2025;12:45:00;541448800000018463;;AMR-meter;Afname Reactief;1,955;kVArh;Gevalideerd;
01/01/2025;12:30:00;01/01/2025;12:45:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;12:30:00;01/01/2025;12:45:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;12:45:00;01/01/2025;13:00:00;541448800000018463;;AMR-meter;Afname Actief;7,5;kWh;Gevalideerd;
01/01/2025;12:45:00;01/01/2025;13:00:00;541448800000018463;;AMR-meter;Afname Reactief;0,745;kVArh;Gevalideerd;
01/01/2025;12:45:00;01/01/2025;13:00:00;541448800000018463;;AMR-meter;Afname Capacitief;4,375;kVArh;Gevalideerd;
01/01/2025;12:45:00;01/01/2025;13:00:00;541448800000018463;;AMR-meter;Afname Inductief;0;kVArh;Gevalideerd;
01/01/2025;13:00:00;01/01/2025;13:15:00;541448800000018463;;AMR-meter;Afname Actief;4,375;kWh;Gevalideerd;
01/01/2025;13:00:00;01/01/2025;13:15:00;541448800000018463;;AMR-meter;Afname Reactief;2,258;kVArh;Gevalideerd;
